Member,Staked (SHITMOS),Voting power
stars1tkgyd0c0pjdxcu6f7z4h8g65whvdcsqhlhwguj,1,0.1251564455569462
stars1tnyrxmdk6jtw8vqsq74z8t8y562mgcf79fzhvy,1,0.1251564455569462
stars1tp5jzwdmwhzj7ctp03t90rjqvcd0s2789qterd,1,0.1251564455569462
stars1tq89g6urqpx7vu88tdx03ycfd3nsmmudtjcwee,1,0.1251564455569462
stars1tr9kzjxydzvm8lzy7z3rvsac62c5zz3mac5k6r,1,0.1251564455569462
stars1trrypne5dkqrfgug055gvyttyw5danhw3ludkx,1,0.1251564455569462
stars1tt82dakm3390gljezswcwr6g5c8dvuxxmjgxg4,1,0.1251564455569462
stars1tukz5haz3c843e2yk8mw9e7nkf5m76ml6e05j0,1,0.1251564455569462
stars1twwucj7h3kafyyqhd7gfrhr3c6kyp8v3ce9swg,1,0.1251564455569462
stars1u02t6kqvzeszmykjaa5kv23gq0q98kyuh23lq0,1,0.1251564455569462
stars1u3edx5prwk677t0lprtlzzmxgaky2h4qnmm5pm,1,0.1251564455569462
stars1u5ymz44e776v2uas3ewvsnc7tkq66fu6m4q7ts,1,0.1251564455569462
stars1u79rpc7t2r2lc6npgfaqgqz2xfds0r6kqpzelz,1,0.1251564455569462
stars1ujpy00yucpjgs5cxwfr336uerxsq3hlsfn6eq0,1,0.1251564455569462
stars1ukzzjvp226dx8fna6y4r5xx8aexk30vhchf0fk,1,0.1251564455569462
stars1uqzyn78rvwdcnryrftl4kpwh4net0y7u9w03cz,1,0.1251564455569462
stars1usfjhua4r94xw264njp3hf3qd7c7807p02cnw8,1,0.1251564455569462
stars1ux2cshgv2g8a0lu9c4gepcgmqx025yuyy0hx03,1,0.1251564455569462
stars1v3jc6ah97skzh9k2ay54r5g060tgd5lq3p7xue,1,0.1251564455569462
stars1v72k4jfn2kd098gkgle4e36cetelcya7gv0l3z,1,0.1251564455569462
stars1vdj6wxngdc5pyc75fa4r7u8glgvj7uhh06l6p8,1,0.1251564455569462
stars1vk3c6u6e0vgs9yln7w3uw2kdtv0zj7nlkdf42p,1,0.1251564455569462
stars1vppwkcupny46c928sdphar25y36vrvrsrlzv57,1,0.1251564455569462
stars1vqurd5tsn293d3j55dxynknrd73cc7p2artjjj,1,0.1251564455569462
stars1vtf2gyeygq7m2y0zmrcm96stetmz30plvx6ajs,1,0.1251564455569462
stars1vzcy66ls4pdjqtscr077559frlsatfzcwj3f4u,1,0.1251564455569462
stars1w0zhvhcld2akmr5wjpne95zjzedxeylmx4kr5z,1,0.1251564455569462
stars1w2kfj9gr5wmj0dkyu7qd7ls26k4vxp4l8r4cq4,1,0.1251564455569462
stars1wct9zxhr85jlzeajfecfjq7ehfqz43tqpdsjgp,1,0.1251564455569462
stars1wryt0g4g7h8eldzankzpx55kraljjepxs9hguc,1,0.1251564455569462
